
ADC Result : 11.0
ADC Result : 15.0
ADC Result : 16.0
ADC Result : 14.0
ADC Result : 15.0
ADC Result : 14.0
ADC Result : 13.0
ADC Result : 14.0
ADC Result : 13.0
ADC Result : 12.0
ADC Result : 12.0
ADC Result : 12.0
ADC Result : 11.0
ADC Result : 10.0
ADC Result : 10.0
ADC Result : 13.0
ADC Result : 11.0
ADC Result : 12.0
ADC Result : 14.0
ADC Result : 16.0
ADC Result : 11.0
ADC Result : 12.0
ADC Result : 11.0
ADC Result : 11.0
ADC Result : 9.0
ADC Result : 8.0
ADC Result : 7.0
ADC Result : 7.0
ADC Result : 8.0
ADC Result : 7.0
ADC Result : 9.0
ADC Result : 10.0
ADC Result : 10.0
ADC Result : 6.0
ADC Result : 7.0
ADC Result : 8.0
ADC Result : 7.0
ADC Result : 6.0
ADC Result : 6.0
ADC Result : 6.0
ADC Result : 7.0
ADC Result : 5.0
ADC Result : 27.0
ADC Result : 24.0
ADC Result : 30.0
ADC Result : 60.0
ADC Result : 49.0
ADC Result : 37.0
ADC Result : 37.0
ADC Result : 35.0
ADC Result : 40.0
ADC Result : 36.0
ADC Result : 45.0
ADC Result : 36.0
ADC Result : 32.0
ADC Result : 28.0
ADC Result : 27.0
ADC Result : 29.0
ADC Result : 24.0
ADC Result : 27.0
ADC Result : 30.0
ADC Result : 31.0
ADC Result : 27.0
ADC Result : 15.0
ADC Result : 12.0
ADC Result : 10.0
ADC Result : 12.0
ADC Result : 9.0
ADC Result : 9.0
ADC Result : 8.0
ADC Result : 7.0
ADC Result : 5.0
ADC Result : 6.0
ADC Result : 7.0
ADC Result : 7.0
ADC Result : 6.0
ADC Result : 6.0
ADC Result : 6.0
ADC Result : 512.0
ADC Result : 6.0
ADC Result : 9.0
ADC Result : 9.0
ADC Result : 17.0
ADC Result : 22.0
ADC Result : 25.0
ADC Result : 39.0
ADC Result : 40.0
ADC Result : 39.0
ADC Result : 43.0
ADC Result : 28.0
ADC Result : 26.0
ADC Result : 25.0
ADC Result : 20.0
ADC Result : 19.0
ADC Result : 19.0
ADC Result : 16.0
ADC Result : 16.0
ADC Result : 14.0
ADC Result : 14.0
ADC Result : 13.0
