
23.0
27.0
34.0
27.0
28.0
24.0
32.0
28.0
26.0
27.0
28.0
33.0
35.0
28.0
35.0
38.0
36.0
30.0
33.0
30.0
28.0
33.0
32.0
34.0
49.0
51.0
39.0
40.0
67.0
60.0
53.0
70.0
57.0
60.0
56.0
64.0
46.0
64.0
55.0
48.0
55.0
55.0
57.0
71.0
53.0
38.0
47.0
43.0
43.0
40.0
43.0
35.0
32.0
29.0
27.0
27.0
22.0
31.0
29.0
27.0
24.0
21.0
22.0
21.0
23.0
29.0
48.0
38.0
41.0
43.0
36.0
43.0
40.0
38.0
38.0
47.0
51.0
61.0
72.0
61.0
75.0
73.0
55.0
48.0
40.0
41.0
32.0
59.0
41.0
29.0
29.0
30.0
33.0
42.0
23.0
20.0
28.0
30.0
27.0
28.0
